41.98804782,-84.29998968,C2_1
41.99202995,-84.40503811,C2_2
41.94373281,-84.36464524,C2_3
41.89522369,-84.41964462,C2_4
41.89126406,-84.34913931,C2_5
41.88228221,-84.54598667,C4_6
41.85406535,-84.68788751,C4_7
41.82239811,-84.45941175,C2_8
41.76527829,-84.33872282,C2_9
41.85402391,-84.32746591,C2_10
41.73068919,-84.23058299,C4_12
41.7479078,-84.18924369,C2_13
41.77450389,-84.5371965,C4_15
41.76694842,-84.48305205,C2_16
41.79776085,-84.59696021,C4_17
41.71451908,-84.18952253,C4_18
41.5792105,-83.54808027,C1_19
41.78565999,-84.76516683,C4_23
41.77089311,-84.66930799,C4_24
41.58097951,-83.6918216,C1_28
41.59991735,-83.75879527,C1_29
41.66677022,-84.23795981,C4_30
41.66612577,-84.24591945,C4_31
41.70473183,-84.55237661,C4_32
41.73034556,-84.53569269,C2_33
41.69717673,-84.29707797,C2_34
41.70537439,-84.60889873,C4_35
41.68506447,-84.5423392,C2_36
41.68300557,-84.23342315,C4_38
41.63548375,-84.10282018,C2_39
41.54245053,-83.60553183,C1_40
41.52896582,-83.55194723,C1_41
41.65661839,-84.21076353,C2_42
41.6394542,-83.85117688,C1_43
41.67165633,-84.64300814,C4_44
41.65545124,-84.53344651,C2_45
41.63053804,-83.93678285,C1_46
41.5531221,-83.85126718,C1_48
41.53790315,-83.74243953,C1_49
41.67373381,-84.41894607,C2_51
41.65468541,-84.33005988,C2_52
41.6305089,-84.56653506,C4_53
41.71164591,-84.76221641,C4_54
41.56456742,-83.95937695,C1_55
41.65424144,-84.8293035,C4_56
41.58946137,-84.32355647,C2_57
41.51456836,-83.71127061,C1_58
41.49389884,-83.82118271,C1_60
41.51158645,-83.79605834,C1_61
41.50854468,-83.89481527,C1_62
41.6218753,-84.72083802,C4_63
41.58190306,-84.60909756,C4_64
41.4458064,-83.65648798,C1_65
41.47030781,-83.73003574,C1_66
41.54718331,-84.4601978,C2_67
41.56593209,-84.37006049,C2_68
41.46126183,-83.83447007,C1_69
41.572128,-84.90120588,C4_70
41.54494217,-84.88418772,C4_71
41.41030122,-83.79712898,C1_72
41.56024191,-84.76237604,C4_73
41.52739733,-84.6725561,C4_74
41.4433379,-83.81900091,C1_75
41.52781482,-84.88836173,C4_76
41.58087838,-84.82992978,C4_77
41.50302688,-84.84542207,C4_78
41.42150962,-83.83597228,C1_79
41.48634949,-83.97983651,C1_80
41.38924762,-83.86614105,C1_81
41.40271059,-83.95557396,C1_82
41.42188845,-83.96257882,C2_83
41.45072348,-84.12293904,C1_84
41.52044755,-84.09879601,C1_85
41.5039826,-84.02251233,C1_86
41.4807367,-84.62551224,C2_87
41.54827311,-84.55287875,C2_90
41.49501658,-84.43497175,C1_91
41.41652016,-84.00063147,C2_92
41.52556288,-84.95570617,C4_93
41.54817394,-84.21551465,C1_94
41.49409773,-84.72427395,C4_95
41.4712281,-84.78887976,C4_96
41.44926475,-84.18271731,C3_97
41.39448148,-84.06099664,C4_98
41.43395249,-84.42771423,C1_99
41.39056085,-83.9838221,C2_100
41.41331216,-84.22625459,C3_101
41.37155347,-84.11902848,C4_102
41.31723612,-84.00022515,C3_103
41.44971065,-84.87517584,C4_104
41.36463852,-84.23138166,C3_105
41.42793572,-84.79074364,C2_106
41.48819291,-85.03076442,C5_107
41.47140031,-85.12729086,C5_108
41.43477617,-84.73642519,C2_109
41.44553387,-84.50808164,C3_110
41.33383191,-84.27837455,C3_111
41.38529884,-83.73100831,C1_112
41.53703881,-84.59282479,C2_113
41.39343475,-84.5042995,C3_114
41.35515303,-84.04947969,C4_115
41.40637665,-84.59114285,C2_116
41.43188193,-85.02665328,C5_117
41.46416968,-84.96802672,C5_118
41.3200312,-83.95144052,C3_119
41.36052359,-84.48707358,C3_120
41.41114638,-84.36096401,C3_121
41.39777702,-84.78592221,C2_122
41.30871631,-84.07730249,C3_123
41.35417017,-84.43232461,C1_124
41.31558494,-83.90689095,C1_125
41.40335379,-84.88503476,C4_126
41.37021227,-84.79120701,C2_127
41.28904468,-83.89307084,C1_128
41.21646566,-83.90445127,C3_129
41.35634466,-84.56415132,C3_130
41.25199209,-84.15959871,C3_131
41.39053508,-84.70078465,C2_132
41.35007456,-84.35550069,C1_133
41.28132887,-83.91962989,C3_134
41.36697883,-84.92616809,C4_135
41.35430181,-84.81920017,C2_136
41.23500128,-84.10706112,C3_137
41.28138573,-84.03612885,C3_138
41.38388327,-85.03624787,C4_139
41.28519436,-84.2159079,C3_140
41.28900425,-84.28567915,C3_141
41.25776019,-83.92937105,C3_142
41.1692882,-84.11969874,C3_143
41.40749483,-85.10031349,C5_144
41.43980078,-85.19841043,C5_145
41.27140959,-84.31515173,C2_146
41.30296885,-83.84296913,C1_147
41.20078463,-83.83554645,C1_148
41.21290196,-83.99709483,C3_149
41.23937076,-83.9638388,C3_150
41.35440724,-85.05338636,C5_152
41.31633268,-84.42440335,C1_153
41.26534831,-84.35389397,C1_155
41.22904554,-83.95344904,C3_156
41.32890388,-84.97083823,C4_157
41.32790296,-84.85129633,C2_158
41.28670444,-84.51267001,C1_159
41.3818491,-85.20642564,C5_161
41.25403063,-84.53705737,C3_163
41.31712026,-84.67706657,C3_164
41.11868911,-84.02239345,C3_165
41.19103037,-84.04434904,C3_166
41.23641173,-84.5568619,C3_167
41.3136555,-84.75494671,C1_168
41.31156432,-85.15934053,C5_169
41.19753741,-83.8597167,C1_170
41.29109276,-84.89386121,C4_171
41.07702203,-83.88687392,C3_172
41.24556022,-84.4444809,C1_173
41.22552297,-84.61549921,C3_174
41.32238267,-85.27934809,C4_175
41.22985581,-84.74898126,C3_176
41.22635587,-84.33871031,C2_177
41.2111854,-84.45510711,C1_178
41.19001886,-84.62921229,C3_179
41.19974651,-84.47406259,C3_180
41.27335132,-85.13484986,C4_181
41.31045358,-85.09472389,C5_182
41.26853443,-84.98416013,C4_183
41.17892033,-84.57291479,C3_186
41.2151668,-84.68122851,C3_188
41.20751251,-84.40523202,C3_190
41.22964287,-85.18265065,C4_191
41.10520095,-83.93209395,C3_192
41.23612335,-84.84587029,C2_194
41.161448,-84.21473751,C3_196
41.14999762,-84.46375752,C3_197
41.14734438,-84.73722209,C3_198
41.21084513,-85.05450333,C4_199
41.22704486,-85.01284971,C4_200
41.12616863,-84.26295769,C3_201
41.17771601,-84.81552967,C3_202
41.13098078,-84.49488053,C3_203
41.18530828,-84.76244244,C3_204
41.16473778,-84.82122797,C2_205
41.19982827,-84.89879851,C2_207
41.06214502,-83.65363372,C2_208
41.05130068,-83.58835986,C4_209
41.1498742,-84.40955567,C3_210
41.06948665,-83.70170947,C2_211
41.02368535,-83.45319177,C4_212
41.02958469,-83.60757339,C3_213
41.02346219,-83.61183829,C3_214
41.04548097,-83.75807787,C2_215
40.99862684,-83.70031415,C4_216
41.01963524,-83.53627663,C4_217
41.15231635,-84.92921063,C3_218
41.16529061,-85.09362291,C4_219
41.01696426,-83.57351894,C4_220
41.0961669,-84.42346576,C4_221
41.00633236,-83.56291651,C4_222
41.10387037,-84.08881966,C3_224
41.12805345,-84.85723961,C3_225
41.05443404,-84.15244101,C3_226
41.09658132,-84.89460809,C3_227
41.06127927,-84.1171079,C3_228
41.11839834,-84.6091424,C3_229
41.08005852,-84.68354929,C3_230
41.12102912,-84.92332735,C3_231
41.0748812,-84.43629426,C4_232
41.08252549,-84.79620024,C3_233
41.01687191,-83.85007047,C4_235
40.95424003,-83.59833751,C4_236
40.95938546,-83.47780577,C5_237
41.05727616,-84.43003721,C4_238
41.07817816,-84.40102448,C4_239
41.07637256,-84.33742626,C4_240
41.03386599,-84.1869748,C3_241
40.99037969,-83.94414761,C4_242
41.047188,-84.03452135,C3_243
40.94956247,-83.87638299,C4_244
41.01240521,-83.78593692,C4_245
40.93561618,-83.71041,C4_246
41.04465848,-84.36910202,C4_247
41.10762546,-84.96202828,C4_248
40.95924216,-84.58505569,C5_249
41.042322,-84.39003692,C4_250
41.05376494,-84.94180769,C4_252
41.07814866,-84.55653213,C3_253
41.08183045,-85.06528107,C5_257
41.00242443,-84.27089002,C4_258
41.11505805,-85.17323885,C5_259
40.90441044,-84.07708714,C5_260
41.03427562,-85.03211635,C5_261
41.03342745,-84.78455468,C4_262
40.9347386,-83.5271156,C5_263
40.99986822,-84.43973397,C4_264
40.96980127,-84.18482228,C4_265
40.98064872,-84.60920105,C5_266
41.0304618,-84.86290911,C4_267
41.02071885,-84.67206856,C4_268
40.89244132,-83.76521029,C4_270
40.96850801,-84.90874378,C5_271
40.9883677,-84.95183358,C5_272
41.05988882,-85.21552671,C6_273
40.97289848,-84.24839729,C4_274
40.90008112,-83.95731273,C5_275
40.95652215,-84.74462421,C5_276
40.83201595,-83.46426635,C5_277
40.93388523,-83.65169367,C4_278
40.82235304,-83.67536145,C5_279
40.88500075,-84.03113128,C5_280
40.97627504,-85.02502302,C5_281
40.99440106,-85.12915191,C6_283
40.89302494,-83.83556821,C5_284
40.8359342,-83.82274753,C5_285
40.89924188,-84.27403052,C5_286
40.95434508,-85.17780652,C6_287
40.918531,-84.6287448,C5_288
40.95537681,-84.84947309,C5_289
40.88082856,-84.81204142,C6_290
40.83110277,-84.32338746,C6_291
40.84361846,-83.56541415,C5_292
40.93566219,-85.08651758,C6_293
40.86710677,-85.0502371,C7_294
40.8911885,-84.47451954,C5_295
40.83734951,-84.67769159,C6_296
40.91891685,-84.37270692,C5_297
40.79843552,-83.75807046,C6_298
40.73797153,-83.75365914,C6_299
40.83992071,-84.19022045,C5_300
40.77124716,-83.56678812,C5_301
40.9008296,-84.99976896,C6_302
40.84205399,-84.12681806,C6_303
40.78880018,-83.87425358,C5_304
40.74633082,-83.90420841,C6_305
40.88727321,-84.91818156,C6_306
40.72174557,-83.65318523,C6_307
40.69194254,-83.59959533,C5_308
40.76512201,-83.99840572,C6_310
40.91110487,-84.52568133,C6_311
40.79302759,-84.46614152,C6_312
40.73149056,-84.40935337,C6_313
40.80522449,-84.37753822,C6_314
40.8054693,-84.92888388,C7_315
40.73376576,-84.03315787,C6_316
40.79384264,-85.01799257,C7_317
40.79146228,-84.27848203,C6_318
40.73336267,-84.92644631,C7_319
40.80854322,-84.84150037,C7_320
40.79839253,-84.75866024,C6_321
40.77134266,-84.8179477,C7_322
40.75145488,-84.20213852,C7_323
40.67456449,-84.12776682,C7_325
40.76543826,-84.5581051,C6_326
40.71483871,-84.51036109,C6_327
40.71348136,-84.78409149,C7_328
40.69781387,-84.68887141,C7_329
40.67265137,-83.9643237,C6_330
40.70668711,-84.29001159,C6_331
40.64290188,-84.20077709,C7_332
40.68708744,-84.6165368,C6_333
40.67722646,-84.49332197,C6_334
40.73139916,-84.84160077,C7_335
40.65261191,-84.69162825,C7_336
40.61821032,-84.04226591,C7_337
40.6958858,-84.87371368,C7_338
40.7096093,-85.00594709,C7_339
40.58076798,-84.08508034,C7_340
40.64161524,-84.83305101,C7_341
40.64427478,-84.39272701,C6_342
40.65804127,-84.91834803,C7_343
40.60142346,-84.49348777,C6_344
40.58681309,-84.3259784,C6_345
40.64022093,-84.53074963,C6_346
40.58464915,-84.59241073,C6_347
40.63437154,-84.75222939,C7_348
40.60536336,-84.24545434,C7_349
40.57283709,-84.15001353,C7_350
40.54614538,-84.26933735,C7_351
40.50930206,-84.154451,C7_352
40.48304789,-84.26497896,C7_353
40.5441005,-84.32950369,C7_354
40.5727664,-84.40448741,C6_355
40.53581083,-84.36975361,C6_356
40.47305659,-84.32275378,C7_357
40.47060372,-84.3967948,C7_358
